ticket_id,cst_id,prd_key,emp_id,issue_category,status,open_date,resolution_date
TKT-00334,16733,BK-R19B-58,EMP017,Product,Close,2017-09-30,2017-10-19
TKT-00335,17663,BK_M68S_42,EMP295,Technical,Clsd,2023-04-18,06/17/2023
TKT-00336,28694,BK-R68R-58,EMP282,Shipping,Closed,2020-05-09,2020-05-26
TKT-00337,27135,HL-U509,EMP052,Product,Clsd,2012-06-03,2012-06-10
TKT-00338,22275,TI-M267,EMP054,Billing,Resolved,08/12/2014,11/29/2014
TKT-00339,15980,BK-R89B-58,EMP165,Product,Resolved,2011-07-21,2011-11-04
TKT-00340,999999,SE-T924,EMP178,Product,Open,04/28/2011,
TKT-00341,12628,SH-M897-S,,Returns,Resolved,03/07/2023,2023-06-21
TKT-00342,16277,BK-M68B-42,EMP124,Technical,Closed,2023-05-19,2023-08-11
TKT-00343,12953,BK-R89R-44,EMP114,Shipping,Open,06/01/2018,
TKT-00344,25307,FR-T67U-50,EMP197,Returns,Open,05/25/2022,
TKT-00345,28393,SE-T924,EMP141,Billing,Open,2016-01-16,
TKT-00346,20975,FR-T98U-54,EMP266,Returns,closed,2018-10-05,2018-12-30
TKT-00347,20669,RW-R623,EMP009,Technical,Clsd,2018-08-08,10/18/2018
TKT-00348,27826,BK-R64Y-44,EMP228,Billing,Open,2023-01-03,
TKT-00349,20043,FR-M21B-42,EMP127,Shipping,Closed,10/17/2015,2015-10-26
TKT-00350,17707,BK-R89R-52,EMP179,Shipping,Pending,04/30/2012,
TKT-00351,11319,PD-M282,EMP158,Account,pending,12/07/2023,
TKT-00352,23110,FR-R92R-56,EMP210,Shipping,Pending,04/17/2019,
TKT-00353,19356,FR-T98U-60,EMP023,Account,Pending,05/11/2022,
TKT-00354,11181,SE_R995,EMP223,Product,Open,2011-09-13,
TKT-00355,18222,PRD-FR-T67U-58,EMP299,Shipping,Open,2019-04-04,
TKT-00356,18899,FR-R72R-44,EMP057,Returns,Closed,2023-04-03,2023-05-22
TKT-00357,19368,FR-T98Y-60,EMP106,Returns,Pending,2023-02-08,
TKT-00358,12255,FR-R92R-56,EMP142,Billing,Pending,2024-04-05,
TKT-00359,26999,BK-T18Y-54,EMP122,Shipping,Pending,2011-11-08,
TKT-00360,25215,FR-T98U-50,EMP281,Product,Closed,09/11/2019,2019-12-13
TKT-00361,20353,BK-M18B-48,EMP106,Product,CLOSED,05/19/2014,2014-05-20
TKT-00362,23020,PA-T100,EMP189,General,Closed,2016-03-07,2016-03-09
TKT-00363,14657,CS-6583,EMP078,Product,Resolved,2017-07-25,2017-09-01
TKT-00364,17759,SE-M236,,Product,Closed,06/14/2011,2011-06-21
TKT-00365,18277,SJ-0194-X,EMP260,Shipping,PENDING,2021-07-02,
TKT-00366,13354,HB-M918,EMP153,Technical,Open,2015-10-14,
TKT-00367,26688,FR-R38R-62,EMP122,Returns,Resolved,2022-12-17,2023-02-27
TKT-00368,25980,RW-M928,EMP017,Returns,Opened,03/21/2014,
TKT-00369,23479,FK-9939,EMP230,Account,o,10/25/2015,
TKT-00370,28792,FR-T67U-44,EMP107,Returns,OPEN,2013-11-04,
TKT-00371,19571,BK-R64Y-38,EMP017,Technical,Closed,2023-04-30,2023-06-11
TKT-00372,12648,BK-R93R-48,EMP267,Shipping,Closed,2023-01-11,2023-04-15
TKT-00373,14044,BK-T18Y-54,EMP120,Returns,OPEN,12/23/2016,
TKT-00374,19493,FR-R38R-52,EMP036,Product,closed,2014-03-27,05/04/2014
TKT-00375,20339,SJ-0194-L,EMP232,Technical,open,2021-08-03,
TKT-00376,21538,WB-H098,EMP066,billing,Open,2018-12-05,
TKT-00377,14629,BK-R89B-44,EMP299,Billing,OPEN,2015-03-25,
TKT-00378,22817,FR-T98Y-50,EMP059,Product,Resolved,2015-01-18,04/27/2015
TKT-00379,20016,BK-M18S-40,EMP081,account,Open,08/18/2020,
TKT-00380,26566,FR-R92B-52,EMP108,Shipping,Rsolvd,2022-02-10,2022-02-25
TKT-00381,27352,FR-M94B-44,EMP110,Account,Closed,2023-02-04,06/03/2023
TKT-00382,12628,BK-M18S-48,EMP263,Technical,Closed,2017-07-13,2017-09-29
TKT-00383,15709,TG-W091-M,EMP090,billing,Resolved,2021-03-25,2021-07-07
TKT-00384,17669,WB-H098,EMP105,Shipping,Pending,07/15/2018,
TKT-00385,14447,FR-R72Y-38,EMP073,Account,Resolved,10/26/2012,2013-01-02
TKT-00386,24418,BK-R89R-58,EMP052,Shipping,Resolved,2015-03-07,2015-06-17
TKT-00387,25674,PRD-SH-M897-X,EMP258,Returns,Closed,2017-04-13,2017-05-27
TKT-00388,23691,SE-R908,EMP075,Returns,Open,2017-02-16,
TKT-00389,12638,PU-0452,EMP280,SHIPPING,Open,2015-11-06,
TKT-00390,29204,FR-R72Y-40,EMP109,Product,Resolved,2020-05-23,2020-06-21
TKT-00391,25871,TI-M823,EMP278,Returns,Closed,08/17/2013,2013-12-14
TKT-00392,26147,BK_M18B_44,EMP182,Account,Open,2024-11-28,
TKT-00393,19553,BK-M68S-38,EMP212,Account,RESOLVED,03/23/2013,05/12/2013
TKT-00394,12329,FR-M21B-40,EMP209,Returns,Clsd,2016-03-18,06/09/2016
TKT-00395,25841,FR-R92B-52,EMP198,Billing,Closed,2011-04-04,04/07/2011
TKT-00396,19415,,EMP063,Product,pending,03/10/2016,
TKT-00397,14202,BK-T79U-46,EMP072,Billing,Pend,2021-07-10,
TKT-00398,26838,BK-T44U-60,EMP213,Billing,Resolved,2019-05-20,2019-07-13
TKT-00399,16606,HS-0296,EMP016,Billing,resolved,01/10/2015,2015-04-07
TKT-00400,24540,FR-M21S-48,EMP229,Shipping,In Progress,2020-01-18,
TKT-00401,12719,FR-T67Y-58,EMP105,Account,Open,2022-09-16,
TKT-00402,14879,BK-T18Y-50,EMP215,Account,Pending,2019-03-12,
TKT-00403,20715,PRD-VE-C304-S,EMP140,technical,Pending,2021-04-01,
TKT-00404,21549,RW-M423,EMP229,Technical,Close,05/05/2018,2018-08-17
TKT-00405,19231,FR-T98U-50,EMP042,Product,Resolved,2011-12-23,2012-02-24
TKT-00406,12507,,EMP237,Returns,Resolved,2019-08-05,2019-10-30
TKT-00407,,FR-M63B-40,EMP071,Technical,Open,2016-07-26,
TKT-00408,11970,FR-R38B-60,EMP179,Product,Resolved,01/12/2025,2025-01-26
TKT-00409,999999,BK-M82B-44,EMP101,Returns,Resolved,2016-11-07,2016-12-22
TKT-00410,23762,GL-H102-S,EMP172,Billing,Pending,2014-12-18,
TKT-00411,26796,BK-M38S-42,EMP103,Product,Open,05/29/2015,
TKT-00412,20810,FR-M21S-40,EMP279,Returns,Closed,11/17/2011,2012-02-02
TKT-00413,999999,BK-R89B-52,EMP119,Account,Resolved,2012-05-05,2012-06-08
TKT-00414,14425,BK-T44U-50,EMP030,General,Resolved,2022-12-11,2023-04-06
TKT-00415,11841,FR-R38B-60,EMP256,Product,Open,04/15/2015,
TKT-00416,27369,SE-T924,EMP113,Account,Closed,2015-01-18,2015-05-06
TKT-00417,26156,BK-R64Y-40,EMP002,General,Closed,01/10/2013,2013-02-12
TKT-00418,24691,BK-M18S-44,EMP005,Account,OPEN,08/09/2015,
TKT-00419,12099,TT-M928,EMP200,Technical,resolved,2015-04-06,2015-05-05
TKT-00420,18504,FR-T98U-60,EMP151,Shipping,Closed,2021-07-06,08/16/2021
TKT-00421,21377,SB-M891-S,EMP038,Returns,Closed,2012-12-07,2012-12-30
TKT-00422,26013,FE-6654,EMP212,account,Resolved,2012-02-02,2012-03-03
TKT-00423,12280,FR-R92R-52,EMP237,Technical,Closed,04/01/2012,2012-05-22
TKT-00424,19608,HL-U509-B,EMP003,billing,CLOSED,2013-04-22,08/03/2013
TKT-00425,29070,BK-T18U-50,EMP025,Product,Open,2016-01-14,
TKT-00426,19291,BK-T18U-58,EMP217,RETURNS,Resolved,2024-11-22,2024-12-31
TKT-00427,17151,FR-R92R-44,EMP064,Product,Pending,2014-04-10,
TKT-00428,28785,BK-R68R-60,EMP023,Product,Open,2022-07-05,
TKT-00429,20697,PRD-FR-T67U-58,EMP193,Product,PENDING,2013-02-22,
TKT-00430,24376,BK-M18S-40,EMP085,General,Open,05/20/2024,
TKT-00431,24032,FR-R92R-44,EMP292,Product,Pending,2013-05-06,
TKT-00432,15273,FW-M928,EMP005,Technical,CLOSED,2023-05-11,2023-07-31
TKT-00433,24119,BK-M18S-48,EMP265,Shipping,Closed,2022-08-11,2022-12-03
TKT-00434,12438,FR-R38R-44,EMP289,Returns,Resolved,2024-08-04,2024-10-18
TKT-00435,20978,BK-R68R-44,EMP206,Returns,RESOLVED,2023-10-23,2024-01-13
TKT-00436,15349,FR-R38B-44,EMP100,billing,Opened,2022-02-23,
TKT-00437,28470,BK-T44U-60,EMP012,Technical,Pending,2015-08-21,
TKT-00438,26235,BK-T44U-54,EMP074,Shipping,Pending,2013-04-08,
TKT-00439,25708,TG_W091_L,EMP117,BILLING,Open,2019-01-07,
TKT-00440,19521,TG-W091-M,EMP093,Returns,Open,2013-03-07,
TKT-00441,13893,FK-5136,EMP272,Account,Open,09/12/2017,
TKT-00442,11599,SE-M798,EMP002,Returns,Closed,10/23/2021,2021-12-25
TKT-00443,11484,FR-R92R-44,EMP209,Billing,Closed,2022-01-25,2022-02-17
TKT-00444,20776,,EMP012,Billing,Open,2023-06-19,
TKT-00445,17725,FR-T67U-50,EMP179,Shipping,Open,2014-07-05,
TKT-00446,13717,FR-M94S-44,EMP225,Shipping,Resolved,2019-08-07,2019-09-14
TKT-00447,27436,BK-M38S-40,EMP082,Billing,Closed,2013-02-14,2013-04-08
TKT-00448,11055,FR-M94B-38,EMP037,Account,Resolved,2022-07-22,09/21/2022
TKT-00449,16360,BK-R64Y-42,EMP207,Returns,Opened,2012-12-31,
TKT-00450,23717,TI_R628,EMP273,Account,Closed,2016-12-09,2017-02-28
TKT-00451,20999,FR-R72Y-44,EMP081,Technical,Open,2024-04-06,
TKT-00452,16429,BK-R93R-48,EMP003,BILLING,Open,2020-01-14,
TKT-00453,24244,,EMP081,billing,Closed,2019-04-27,05/01/2019
TKT-00454,22748,FR-T98U-60,EMP227,Account,Open,03/15/2017,
TKT-00455,28115,SE-M798,EMP027,Technical,Close,2014-10-18,2014-10-29
TKT-00456,20821,FR-M94B-44,EMP153,Billing,Pending,2018-01-25,
TKT-00457,23947,GL-F110-S,,Product,Resolved,11/08/2017,01/07/2018
TKT-00458,11334,FR_R72R_60,EMP116,Product,Resolved,2022-11-11,2022-12-08
TKT-00459,18348,FR-M21S-52,EMP095,General,Open,2022-06-09,
TKT-00460,16772,BK-M38S-42,EMP059,Billing,open,2014-03-30,
TKT-00461,20161,CS-9183,EMP152,Product,closed,2022-04-30,2022-05-10
TKT-00462,29069,BK-R50R-58,EMP006,Technical,Open,2020-07-16,
TKT-00463,15692,RW-R820,EMP142,Returns,Open,2014-08-01,
TKT-00464,23687,WB-H098,EMP283,Account,Clsd,2012-07-23,2012-11-20
TKT-00465,15219,PD-T852,EMP160,Returns,Resolved,2013-07-19,09/11/2013
TKT-00466,11541,SO-R809-M,EMP069,Returns,Open,04/29/2019,
TKT-00467,13364,FR-M94B-38,EMP206,Product,Resolve,2018-05-09,06/16/2018
TKT-00468,16330,PD-M282,EMP299,Account,Closed,05/14/2023,06/29/2023
TKT-00469,12573,BK-R19B-48,EMP049,Account,Rsolvd,2019-12-14,2020-03-06
TKT-00470,27826,BK-R50B-60,EMP113,Returns,pending,2022-04-20,
TKT-00471,27756,RW-M423,EMP031,Technical,Open,2023-03-06,
TKT-00472,12419,LJ-0192-L,EMP098,Returns,CLOSED,2016-10-08,2016-12-26
TKT-00473,25237,PRD-SJ-0194-L,EMP061,technical,Resolve,2019-03-16,2019-04-19
TKT-00474,23580,SJ-0194-X,EMP118,SHIPPING,Resolved,2017-11-08,2017-12-15
TKT-00475,18494,BK-M47B-44,EMP247,Returns,Opened,08/26/2018,
TKT-00476,13114,BK-M18B-52,EMP042,General,RESOLVED,2024-05-16,2024-07-05
TKT-00477,27167,BK-R93R-44,EMP041,Returns,Pending,2024-12-19,
TKT-00478,20314,FR-M94B-38,EMP286,Product,Open,2024-06-04,
TKT-00479,15385,FR-R38R-52,EMP226,Product,Close,11/01/2017,12/22/2017
TKT-00480,14463,FW-R623,EMP288,Returns,Closed,05/28/2023,2023-07-22
TKT-00481,29266,,EMP276,Technical,closed,2019-05-21,07/20/2019
TKT-00482,25892,BK-M82S-42,EMP239,Returns,Pending,2021-07-07,
TKT-00483,22264,BK-T44U-46,,product,Pending,08/13/2014,
TKT-00484,24195,FR-T67Y-62,EMP151,Account,Resolved,2023-12-17,2024-02-13
TKT-00485,23008,FR-R72R-58,EMP060,Returns,CLOSED,2021-10-26,12/11/2021
TKT-00486,14529,SB-M891-L,EMP183,Billing,Opened,2018-02-02,
TKT-00487,20278,FR-M94B-44,EMP020,Product,Clsd,2015-02-04,2015-04-01
TKT-00488,26742,BK_M82B_38,EMP127,Technical,o,2014-12-27,
TKT-00489,27126,FR-R38B-44,EMP162,Technical,Pending,08/07/2012,
TKT-00490,12464,FR-T98Y-46,EMP224,Returns,In Progress,2020-06-18,
TKT-00491,26357,BK-T79U-50,EMP287,Technical,Pending,2024-03-01,
TKT-00492,22690,BK-R89R-52,,Product,Closed,2011-01-10,2011-03-07
TKT-00493,16434,BK-R93R-62,EMP199,Returns,Pending,2019-12-22,
TKT-00494,16975,FR-R92B-62,EMP010,Account,RESOLVED,10/09/2018,2019-01-10
TKT-00495,21020,HB-T928,EMP045,Returns,Resolve,2015-09-24,2016-01-20
TKT-00496,29004,TG-W091-S,EMP149,Account,Resolved,2022-10-10,2022-12-10
TKT-00497,29285,SO-R809-L,EMP044,technical,Resolved,2014-04-17,2014-05-18
TKT-00498,18404,PRD-PU-M044,EMP285,Billing,open,2013-02-25,
TKT-00499,28885,PRD-TI-M823,EMP216,Product,Open,06/08/2014,
TKT-00500,12262,HB-R956,EMP126,Account,Pending,2019-02-25,
TKT-00501,23483,FR-M21B-40,EMP156,Returns,Open,2016-12-19,
TKT-00502,29301,SE-R995,EMP248,Returns,CLOSED,08/28/2015,2015-10-07
TKT-00503,26305,BK-M68S-42,EMP211,Technical,Closed,2016-04-15,06/29/2016
TKT-00504,,PRD-PD-T852,EMP104,Billing,Open,08/14/2018,
TKT-00505,11150,FR-T67U-54,EMP020,General,Closed,2012-09-12,2012-12-15
TKT-00506,18011,BK-R89R-58,EMP270,Billing,Pending,07/18/2021,
TKT-00507,13701,SJ-0194-M,EMP019,Billing,Pending,2024-02-20,
TKT-00508,26667,FR_R38R_58,EMP209,Shipping,Resolved,2015-03-02,2015-03-26
TKT-00509,21988,FR-M63B-40,EMP068,Billing,Resolve,2023-09-19,11/04/2023
TKT-00510,17119,FR-T98U-46,EMP144,Technical,CLOSED,2011-08-13,2011-11-13
TKT-00511,13809,FR-M21B-40,EMP073,Billing,Pending,2019-08-20,
TKT-00512,28707,TT-M928,EMP091,Shipping,Clsd,2024-03-09,2024-03-25
TKT-00513,14747,HL-U509-R,EMP034,Account,Open,2014-12-03,
TKT-00514,29101,BK-M38S-38,,Returns,Open,2018-08-18,
TKT-00515,21057,RW-R623,EMP033,General,Pending,2019-01-11,
TKT-00516,25116,BK-T79U-54,EMP016,Returns,Closed,2021-10-02,2022-01-18
TKT-00517,19578,SB-M891-L,EMP039,General,Clsd,07/23/2012,2012-10-25
TKT-00518,18468,LT-T990,EMP204,Returns,Resolved,2021-08-27,09/20/2021
TKT-00519,20583,BK-R50B-62,EMP282,Technical,Pending,2015-03-09,
TKT-00520,13839,VE-C304-L,EMP126,Returns,closed,2016-09-21,2017-01-07
TKT-00521,13961,BK-T18Y-54,EMP255,Account,Open,2024-03-10,
TKT-00522,28022,TI-M267,EMP040,Technical,Resolve,2011-12-01,2012-01-09
TKT-00523,24078,PD-R347,,Account,Resolved,2021-04-17,2021-07-05
TKT-00524,25966,FW-M762,EMP199,Technical,pending,2024-03-01,
TKT-00525,28153,FR-R92R-58,EMP244,Product,Closed,01/18/2023,2023-04-15
TKT-00526,22751,HL-U509-R,EMP136,Billing,Resolved,2023-06-25,2023-09-17
TKT-00527,13082,,EMP082,Product,Open,02/25/2013,
TKT-00528,25847,FK-5136,EMP229,Technical,closed,2011-04-02,2011-06-13
TKT-00529,22098,BK-R64Y-48,EMP270,Account,Pending,02/02/2021,
TKT-00530,23077,BK-M68S-46,EMP062,Billing,RESOLVED,2013-08-27,2013-12-07
TKT-00531,26739,FR-T67Y-44,EMP108,Billing,Pending,12/28/2012,
TKT-00532,22303,BK-M47B-38,EMP010,Returns,Pending,2017-03-28,
TKT-00533,23344,SB-M891-L,EMP015,Shipping,pending,06/18/2012,
TKT-00534,11448,TT_R982,EMP156,Technical,Closed,01/10/2017,2017-04-30
TKT-00535,18143,PRD-FR-M21B-44,EMP106,Product,Open,2022-11-12,
TKT-00536,28480,GL-H102-S,EMP111,Shipping,Pending,02/07/2019,
TKT-00537,14717,VE-C304-L,EMP217,Account,Resolved,2017-01-07,2017-02-02
TKT-00538,18188,LJ-0192-S,EMP273,Account,Pending,02/21/2022,
TKT-00539,16173,FR-R92R-58,EMP263,Account,Resolved,2023-04-23,2023-07-19
TKT-00540,23318,BK-M18B-40,EMP189,Shipping,Closed,2024-06-08,09/26/2024
TKT-00541,,BK-R68R-52,EMP213,Shipping,Resolved,2016-12-22,04/21/2017
TKT-00542,20824,HB-M918,EMP123,Billing,Pending,2023-05-30,
TKT-00543,28724,FR-M63S-38,EMP101,Account,RESOLVED,2011-10-21,2012-01-18
TKT-00544,22188,BK-R50B-62,EMP068,Shipping,Open,03/24/2023,
TKT-00545,14540,SJ-0194-M,EMP228,Product,PENDING,2020-04-07,
TKT-00546,12051,BK-M47B-48,EMP165,Billing,Pending,2021-12-10,
TKT-00547,14963,FR-M94S-44,EMP156,Billing,Closed,2014-09-13,2014-11-20
TKT-00548,18325,HB-R720,EMP003,technical,Close,01/02/2016,2016-02-14
TKT-00549,27312,FR-R72R-52,EMP294,Technical,Pending,2012-07-22,
TKT-00550,21568,RW-M423,EMP188,General,Resolved,2016-12-12,02/09/2017
TKT-00551,12680,FR-M94B-48,EMP116,Billing,Closed,12/08/2023,03/12/2024
TKT-00552,27883,BK-R68R-52,EMP205,Account,closed,2018-04-15,2018-06-19
TKT-00553,17743,BK-R89R-44,EMP006,Billing,open,2017-02-09,
TKT-00554,24271,SO-R809-M,EMP095,Shipping,open,01/18/2012,
TKT-00555,28246,HS-3479,,Billing,Open,2024-03-07,
TKT-00556,27471,BK-R64Y-48,EMP162,Shipping,Resolved,2020-05-14,2020-08-06
TKT-00557,19543,BK-R64Y-44,EMP241,Product,Open,2016-04-17,
TKT-00558,21524,SE-M236,EMP083,Product,Clsd,2017-09-27,11/25/2017
TKT-00559,26956,BK-R68R-44,EMP051,Product,Resolved,2024-08-08,2024-09-06
TKT-00560,14164,BK-R50B-44,EMP032,Billing,pending,07/30/2024,
TKT-00561,11255,BK-R50R-60,EMP145,Product,Closed,2019-06-23,2019-09-27
TKT-00562,26151,LT-H902,EMP087,Technical,Open,11/01/2012,
TKT-00563,16857,BK-M47B-44,EMP016,Returns,Open,2017-01-23,
TKT-00564,14579,FR-R92R-56,EMP136,Technical,Open,2014-01-30,
TKT-00565,13773,BK-R89B-52,EMP271,Returns,Closed,2016-05-15,2016-07-12
TKT-00566,18402,BK-R79Y-44,EMP038,Returns,Resolved,12/17/2023,2024-02-19
TKT-00567,22911,BK-M68S-38,EMP131,Account,Closed,2024-11-13,2025-01-26
TKT-00568,20552,TI-T723,EMP070,General,Closed,02/15/2023,2023-04-22
TKT-00569,24965,FR-R38B-52,EMP083,Shipping,o,2012-02-13,
TKT-00570,17294,FR-R38R-52,EMP027,Billing,pending,2011-05-18,
TKT-00571,,FR-M21B-40,EMP145,Shipping,Pending,01/21/2015,
TKT-00572,22271,PRD-SE-M940,EMP251,Shipping,Resolved,05/19/2012,2012-08-05
TKT-00573,18714,TI-T723,EMP126,Technical,In Progress,2015-02-02,
TKT-00574,27068,LJ-0192-S,EMP180,Billing,Pending,2020-08-05,
TKT-00575,18370,RW-M423,EMP143,Shipping,OPEN,2022-08-27,
TKT-00576,20427,BK-T18Y-50,EMP114,Billing,Resolved,2020-10-20,02/14/2021
TKT-00577,23319,BK-T79U-54,EMP102,Account,Pending,2016-11-07,
TKT-00578,17293,PRD-BK-M18B-48,EMP113,Billing,Open,2012-09-01,
TKT-00579,14851,BK-R19B-48,EMP102,BILLING,pending,2023-04-18,
TKT-00580,999999,FR_M94S_38,EMP273,Billing,Pending,2020-01-14,
TKT-00581,11355,BK-R93R-44,EMP269,Product,Closed,2015-06-26,2015-10-10
TKT-00582,28790,FR-R38R-48,EMP076,Account,Pending,2012-01-01,
TKT-00583,12784,BK-R93R-62,EMP200,returns,Resolved,2022-09-09,2022-10-13
TKT-00584,19131,CH-0234,EMP196,Product,Open,07/17/2018,
TKT-00585,23082,PD-M562,EMP021,Technical,closed,10/17/2011,2011-11-07
TKT-00586,23439,FW-M423,EMP122,Returns,Closed,2019-03-03,2019-04-19
TKT-00587,14013,PRD-PA-T100,EMP051,Shipping,Resolved,2020-05-27,2020-06-14
TKT-00588,11101,HS-3479,EMP030,Product,Closed,2019-10-25,2020-02-17
TKT-00589,26616,BK-M82S-48,EMP142,Billing,Open,2018-08-07,
TKT-00590,27001,SJ-0194-X,EMP234,Technical,Resolved,2018-09-19,2018-11-08
TKT-00591,19432,FR-R92R-58,EMP033,Billing,closed,2011-09-11,2012-01-08
TKT-00592,999999,BK-T18U-50,EMP017,Shipping,Resolved,2013-12-24,2014-02-10
TKT-00593,28827,HB-T928,EMP266,Shipping,Closed,2013-02-04,04/07/2013
TKT-00594,19306,FR-R38R-60,EMP137,Billing,open,06/11/2017,
TKT-00595,29458,BK-R68R-58,EMP231,Billing,Resolved,08/10/2017,2017-11-16
TKT-00596,13468,FR-R92R-52,EMP069,Returns,Pending,2012-12-10,
TKT-00597,22277,,EMP113,Technical,Open,2022-09-11,
TKT-00598,27841,PRD-BK-M68S-46,EMP288,Shipping,Open,2012-05-02,
TKT-00599,18580,VE-C304-M,EMP112,Account,Closed,2016-11-07,2017-01-08
TKT-00600,14972,BK-T44U-46,EMP198,Billing,Open,08/29/2012,
TKT-00601,14056,FR-R38R-62,EMP088,Technical,Opened,2023-07-31,
TKT-00602,27653,TG-W091-S,EMP198,Billing,Closed,2024-02-19,2024-04-02
TKT-00603,20377,PD-M282,EMP288,Product,Open,12/10/2012,
TKT-00604,16188,PRD-TI-T723,EMP270,Billing,Open,01/18/2015,
TKT-00605,25359,FK-9939,EMP199,General,Open,11/26/2020,
TKT-00606,17349,,EMP140,Account,Resolved,04/10/2019,2019-06-07
TKT-00607,29462,WB-H098,EMP188,Shipping,Pending,01/31/2013,
TKT-00608,29275,FE-6654,EMP030,General,Resolved,02/01/2013,03/12/2013
TKT-00609,16686,FR-R92B-62,EMP151,Shipping,Rsolvd,2023-08-28,2023-10-19
TKT-00610,20522,BK-R79Y-44,,Shipping,CLOSED,2011-08-17,2011-10-23
TKT-00611,11444,TT_R982,,product,Resolved,2024-10-24,2024-12-14
TKT-00612,26172,BK-T79Y-46,EMP043,Technical,Open,2022-03-16,
TKT-00613,28150,FR-R72Y-40,EMP066,Shipping,Resolved,2020-07-02,2020-10-23
TKT-00614,28234,BK-T18Y-44,EMP282,Shipping,open,2023-05-07,
TKT-00615,29241,SB-M891-M,EMP248,Product,o,06/24/2012,
TKT-00616,20451,BK-T44U-46,EMP212,Returns,Pending,2018-08-16,
TKT-00617,13986,SO-R809-L,EMP107,Technical,Pend,07/20/2023,
TKT-00618,19270,GL-F110-S,EMP243,Product,Pending,2019-07-16,
TKT-00619,15607,BK_R93R_62,EMP099,Product,Pending,2024-09-30,
TKT-00620,22275,PRD-BK-T79U-60,EMP188,Returns,Open,2020-06-22,
TKT-00621,13153,FR-R72R-48,EMP034,Technical,Resolved,2020-12-25,04/08/2021
TKT-00622,12449,BC-M005,EMP208,SHIPPING,Open,2011-01-22,
TKT-00623,17028,BK-T44U-50,EMP087,Technical,Opened,09/26/2023,
TKT-00624,17653,FR-R72R-48,,Returns,CLOSED,2015-06-21,2015-07-15
TKT-00625,12316,FR-R72R-44,EMP008,Shipping,Pending,10/19/2015,
TKT-00626,21605,FR_M94B_38,EMP034,SHIPPING,OPEN,2022-08-02,
TKT-00627,29373,BK-R89B-48,EMP234,BILLING,Open,2023-12-26,
TKT-00628,20783,TT-T092,EMP227,billing,Close,2015-10-05,2015-12-02
TKT-00629,12170,FR-R72Y-44,EMP280,shipping,Pending,10/14/2014,
TKT-00630,29432,CA-1098,EMP233,Returns,Close,2018-02-01,2018-04-28
TKT-00631,19764,BK-R68R-58,EMP116,Account,Open,10/26/2015,
TKT-00632,19651,FR-M63S-40,EMP181,Account,Pending,2016-11-28,
TKT-00633,999999,HB-M918,EMP067,SHIPPING,Open,2017-03-31,
TKT-00634,14428,HB_M763,EMP024,shipping,open,2017-11-21,
TKT-00635,29000,BK-R64Y-40,EMP287,Account,Resolved,04/09/2019,2019-06-19
TKT-00636,29075,BK-M18B-44,EMP288,General,Open,11/01/2014,
TKT-00637,19322,FR-R92R-44,EMP245,Billing,Pending,2021-11-20,
TKT-00638,28833,HB-T928,EMP216,Shipping,Open,2014-05-14,
TKT-00639,999999,PRD-BK-R50B-48,EMP144,Product,In Progress,2023-06-09,
TKT-00640,12729,TI-M267,,shipping,Resolved,2014-08-28,2014-10-20
TKT-00641,26367,PD-M282,EMP038,Account,Open,10/12/2011,
TKT-00642,19416,FR-R72R-60,EMP003,Product,Opened,2022-11-29,
TKT-00643,23904,BK-M38S-42,EMP243,billing,Open,2022-01-14,
TKT-00644,29206,FR-M63S-40,EMP142,Shipping,Open,2020-12-07,
TKT-00645,22594,FR-R72Y-40,EMP107,Technical,Open,2025-01-22,
TKT-00646,13998,FR-R92R-62,EMP042,General,pending,07/14/2019,
TKT-00647,11327,HB-M243,EMP297,Technical,Resolved,2015-12-09,2016-03-12
TKT-00648,20742,FR-M21B-42,EMP168,Product,Opened,2013-03-07,
TKT-00649,12624,BK-M18S-42,EMP192,Account,Closed,12/19/2016,2017-01-17
TKT-00650,22919,FR-R72R-58,EMP255,Billing,Resolved,2013-01-07,2013-01-25
TKT-00651,22595,BK-R64Y-40,EMP253,Product,Pending,01/28/2018,
TKT-00652,24715,BK-T44U-50,EMP233,Account,pending,2013-01-30,
TKT-00653,14381,FR-M94S-52,EMP161,Account,Open,06/29/2020,
TKT-00654,22571,BK-R50R-48,EMP152,Product,Open,2017-11-13,
TKT-00655,,BK-T18U-54,EMP024,Account,Closed,04/07/2022,04/20/2022
TKT-00656,22984,FR-R72Y-38,EMP046,Returns,Closed,2020-04-04,2020-05-20
TKT-00657,12191,LJ-0192-L,EMP009,Returns,Resolved,2011-10-21,2012-02-14
TKT-00658,17935,TT-R982,EMP112,billing,PENDING,2011-11-03,
TKT-00659,20775,FR-R38R-60,EMP296,Shipping,Closed,04/16/2015,2015-07-27
TKT-00660,14171,FR-M21B-40,EMP196,Returns,Open,2017-01-04,
TKT-00661,14644,FR-M94B-42,EMP202,Account,Open,2012-12-07,
TKT-00662,11009,BK-R89B-52,EMP189,Technical,Closed,08/03/2012,2012-11-24
TKT-00663,14968,PRD-RW-M423,EMP180,Billing,closed,2023-03-27,04/12/2023
TKT-00664,20642,FR-R72R-58,EMP202,Billing,Resolved,2021-09-22,2021-09-24
TKT-00665,19435,BK-M18S-52,EMP211,BILLING,Closed,2015-06-17,2015-09-11
TKT-00666,13441,FR-R92R-56,EMP203,Shipping,Resolved,07/24/2024,08/08/2024
