po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-000540,VND-099,434,194,,2011-09-15
PO-000541,VND-010,386,2,22.39,2020-09-07
PO-000542,VND-105,386,40,220.14,2020-06-05
PO-000543,VND-072,592,174,450.95,2014-09-23
PO-000544,VND-061,386,153,285.81,02/19/2024
PO-000545,VND-117,523,67,463.48,07/12/2020
PO-000546,VND-041,506,120,,06/14/2011
PO-000547,VND-019,249,180,429.3,2013-08-02
PO-000548,VND-081,592,35,94.0,11/07/2019
PO-000549,VND-008,540,140,,2013-11-01
PO-000550,VND-073,547,67,72.41,2023-05-22
PO-000551,VND-117,434,203,319.94,2020-08-04
PO-000552,VND-058,594,21,164.31,2025-01-05
PO-000553,VND-047,231,0.6,334.12,2017-03-13
PO-000554,VND-024,603,164,45.9,2011-09-06
PO-000555,VND-075,575,202,484.48,2013-03-15
PO-000556,VND-044,507,204,,2014-05-11
PO-000557,VND-012,549,154,272.31,2017-07-21
PO-000558,VND-011,382,196,312.72,2022-09-18
PO-000559,VND-070,521,12,6.38,2019-07-06
PO-000560,VND-088,497,186,267.37,2016-07-05
PO-000561,VND-056,382,131,164.21,2023-08-18
PO-000562,VND-024,557,11,24.49,2019-03-19
PO-000563,VND-056,564,143,180.76,02/14/2020
PO-000564,VND-119,544,17,401.99,01/02/2025
PO-000565,VND-073,361,235,7.46,2019-10-14
PO-000566,VND-089,402,122,465.8,2016-10-19
PO-000567,VND-027,545,103,81.66,2019-06-25
PO-000568,VND-041,595,147,335.15,2019-12-22
PO-000569,VND-034,517,34,363.99,2017-09-03
PO-000570,VND-107,474,224,198.14,10/19/2015
PO-000571,VND-104,505,222,N/A,2019-09-29
PO-000572,VND-051,497,48,479.81,02/20/2016
PO-000573,VND-065,506,203,148.85,2011-07-10
PO-000574,VND-003,444,95,350.22,2022-11-23
PO-000575,VND-020,529,179,345.69,2017-03-06
PO-000576,VND-041,471,56,383.7,2012-04-16
PO-000577,VND-044,591,187,75.0,2022-10-20
PO-000578,VND-062,544,225,$274.47,2013-02-13
PO-000579,VND-013,571,127,205.47,2015-06-16
PO-000580,,514,186,46.51,01/24/2016
PO-000581,VND-045,509,246,206.56,2022-04-29
PO-000582,VND-002,406,7,20,2022-10-06
PO-000583,VND-016,550,153,11.49,2018-07-03
PO-000584,VND-096,537,73,$300.06,06/27/2018
PO-000585,VND-086,584,95,176.17,04/26/2020
PO-000586,VND-011,361,164,$146.98,2012-09-16
PO-000587,VND-073,532,7,379.48,2016-01-25
PO-000588,VND-023,440,130,123.87,2014-10-29
PO-000589,VND-013,475,179,366.71,2018-07-29
PO-000590,VND-102,240,162,397.06,2023-01-09
PO-000591,VND-109,600,3.9,68.75,11/14/2019
PO-000592,VND-027,252,53,201.93,2011-05-28
PO-000593,VND-094,526,241,54.47,2011-08-12
PO-000594,VND-047,501,2.6,220.94,2015-11-26
PO-000595,VND-058,605,232,109.38,2025-01-18
PO-000596,VND-007,357,230,397.94,11/30/2016
PO-000597,VND-033,532,234,447.39,2015-05-09
PO-000598,VND-089,505,32,335.18,2012-01-13
PO-000599,VND-008,539,145,37.1,2011-05-28
PO-000600,VND-003,592,66,86.97,11/16/2023
PO-000601,VND-087,517,147,$435.44,2023-11-06
PO-000602,VND-105,563,174,490.71,2023-05-25
PO-000603,VND-075,503,164,132,2022-09-17
PO-000604,VND-003,538,146,487.55,2023-09-06
PO-000605,VND-015,406,207,$150.74,2014-12-05
PO-000606,VND-078,252,180,281.16,2020-08-22
PO-000607,VND-057,231,45,158.2,08/22/2013
PO-000608,VND-031,493,155,,2016-02-12
PO-000609,VND-078,603,4.5,6.52,2022-09-01
PO-000610,VND-018,378,145,173.96,2020-02-21
PO-000611,VND-105,501,38,136.69,04/21/2014
PO-000612,VND-048,514,237,$12.39,2019-07-30
PO-000613,VND-116,585,197,266.61,2020-07-21
PO-000614,VND-027,478,39,399.16,2013-09-11
PO-000615,VND-007,231,43,115.75,2022-06-01
PO-000616,VND-054,509,0.8,N/A,07/11/2022
PO-000617,VND-012,581,157,484.9,04/20/2022
PO-000618,VND-052,545,3.7,316.78,2012-01-28
PO-000619,VND-125,402,134,293.32,2018-03-17
PO-000620,VND-008,596,164,13.32,2020-03-22
PO-000621,VND-054,388,5.1,,2020-12-05
PO-000622,VND-083,376,143,$374.2,2020-03-26
PO-000623,VND-053,246,145,302.89,01/10/2025
PO-000624,,544,68,101.66,2016-11-28
PO-000625,VND-019,490,239,175.65,03/16/2016
PO-000626,VND-012,528,4.7,,2013-06-09
PO-000627,VND-074,210,57,$122.8,2013-04-12
PO-000628,VND-068,549,89,99.24,2018-02-16
PO-000629,VND-036,561,5.2,N/A,2023-03-25
PO-000630,VND-041,540,4.5,145.96,2014-02-27
PO-000631,VND-035,309,137,75.18,2021-02-17
PO-000632,VND-024,406,214,50.67,2022-03-17
PO-000633,VND-026,309,67,486.97,2024-03-18
PO-000634,VND-116,535,176,120.76,2023-04-01
PO-000635,VND-076,472,218,274.04,03/12/2016
PO-000636,,463,116,16,2020-02-28
PO-000637,VND-088,519,238,237,2024-03-14
PO-000638,VND-068,467,133,$77.54,05/15/2012
PO-000639,VND-052,548,169,N/A,2019-03-10
PO-000640,VND-093,386,101,331.48,2025-02-10
PO-000641,VND-061,309,104,367.58,2018-07-07
PO-000642,VND-130,376,102,391,2014-11-28
PO-000643,VND-075,584,111,273.22,11/20/2011
PO-000644,VND-019,237,205,304.56,2011-05-13
PO-000645,VND-099,563,65,149.47,2023-03-01
PO-000646,VND-101,566,162,46.59,2024-08-01
PO-000647,VND-062,602,178,50.37,01/15/2025
PO-000648,VND-055,524,51,486.19,2016-04-11
PO-000649,VND-052,284,17,333.53,2024-10-21
PO-000650,VND-053,548,160,221.05,2024-09-09
PO-000651,VND-019,491,51,376.13,06/14/2014
PO-000652,VND-073,210,48,397.24,2022-12-08
PO-000653,VND-091,502,100,311.67,2017-01-15
PO-000654,,582,72,,2023-10-07
PO-000655,VND-037,474,135,298.83,2018-09-07
PO-000656,VND-085,485,64,70.88,2018-12-01
PO-000657,VND-109,510,57,N/A,2023-12-03
PO-000658,VND-047,513,21,458.42,2023-11-04
PO-000659,VND-066,402,88,484.47,2018-07-30
PO-000660,VND-095,442,156,$188.18,2024-03-19
PO-000661,VND-097,510,7,255,2022-04-25
PO-000662,VND-078,493,2.1,341.65,08/31/2019
PO-000663,,488,31,N/A,01/11/2016
PO-000664,VND-138,355,154,28.21,2023-12-10
PO-000665,VND-037,237,94,157.25,2018-06-25
PO-000666,VND-115,493,56,186.22,03/05/2021
PO-000667,VND-118,544,205,426.52,2020-05-29
PO-000668,VND-118,382,165,$145.32,12/03/2024
PO-000669,,500,99,474.25,2012-12-14
PO-000670,VND-078,255,214,241.62,2024-04-09
PO-000671,VND-071,544,197,85.58,2013-11-29
PO-000672,VND-112,519,245,387.6,2018-06-03
PO-000673,VND-038,486,36,172.26,2021-02-01
PO-000674,VND-047,597,247,434.06,04/09/2017
PO-000675,VND-070,363,158,,10/06/2024
PO-000676,VND-005,374,2,,2020-08-08
PO-000677,VND-032,560,60,122.03,2017-11-18
PO-000678,VND-044,261,83,21.73,2013-08-06
PO-000679,VND-026,584,78,262.31,2020-07-19
PO-000680,VND-098,535,247,N/A,08/27/2019
PO-000681,VND-088,522,75,79.1,2015-12-25
PO-000682,VND-101,590,95,475.1,2019-03-20
PO-000683,VND-025,591,209,71.19,11/25/2015
PO-000684,VND-021,575,2.0,191.69,2013-10-31
PO-000685,VND-057,477,53,234.28,2013-01-06
PO-000686,VND-055,542,171,394.53,09/14/2014
PO-000687,VND-036,601,144,244.5,2021-10-07
PO-000688,VND-045,378,131,$428.17,2023-10-24
PO-000689,VND-077,471,101,435.17,2019-07-30
PO-000690,VND-025,258,56,394.67,2013-09-17
PO-000691,VND-026,231,45,477.82,08/30/2023
PO-000692,VND-024,306,205,427.66,2015-10-20
PO-000693,VND-077,378,43,185.03,10/19/2017
PO-000694,VND-076,434,241,211.85,2023-12-15
PO-000695,VND-068,442,101,471.24,2021-05-21
PO-000696,VND-080,537,186,447.17,2016-11-08
PO-000697,VND-026,556,18,168.9,2024-01-22
PO-000698,VND-073,537,55,448.21,2024-05-13
PO-000699,VND-072,472,8,$377.61,2023-12-31
PO-000700,VND-109,595,141,23.64,2019-03-04
PO-000701,VND-112,585,133,432.49,2023-06-07
PO-000702,VND-099,590,171,96.4,2015-09-22
PO-000703,VND-110,602,209,$104.99,2019-11-05
PO-000704,VND-053,575,147,N/A,2017-10-10
PO-000705,VND-048,388,224,449.78,06/15/2013
PO-000706,VND-089,557,238,295.51,2011-07-07
PO-000707,VND-028,532,223,100.46,2011-07-16
PO-000708,VND-080,516,22,298.78,2015-05-28
PO-000709,VND-008,572,39,82.92,08/01/2013
PO-000710,VND-104,579,30,374.28,2021-04-29
PO-000711,VND-015,372,11,362.23,2013-07-12
PO-000712,VND-073,604,64,313.37,2018-09-10
PO-000713,VND-027,520,54,331.87,2011-10-31
PO-000714,VND-015,382,73,49.6,2017-10-05
PO-000715,VND-087,544,87,N/A,2023-07-11
PO-000716,VND-022,562,33,412.5,2018-04-29
PO-000717,VND-048,594,203,372.35,2019-03-24
PO-000718,VND-079,562,200,250.8,2015-10-25
PO-000719,VND-062,359,49,182.71,2013-03-07
PO-000720,VND-105,372,7,42.1,2019-03-23
PO-000721,,533,109,309.05,2014-07-03
PO-000722,VND-009,390,16,362.17,2023-07-04
PO-000723,VND-003,515,33,N/A,2020-07-23
PO-000724,VND-036,386,176,8.75,2013-05-26
PO-000725,,255,158,453.02,05/27/2017
PO-000726,VND-088,525,229,$313.34,2023-08-29
PO-000727,VND-048,505,216,126.82,2024-03-27
PO-000728,VND-112,474,1,279.7,05/21/2013
PO-000729,VND-029,228,189,$279.15,2022-07-14
PO-000730,VND-013,535,133,11.5,2019-12-10
PO-000731,VND-021,561,4.0,365,2019-03-20
PO-000732,VND-007,514,64,357.75,2012-11-22
PO-000733,VND-040,502,245,153.62,01/27/2012
PO-000734,VND-028,228,2.6,430.41,2014-12-04
PO-000735,VND-058,562,8,282.82,2021-01-08
PO-000736,VND-023,522,215,199.84,06/30/2015
PO-000737,VND-010,544,36,240.13,2012-10-08
PO-000738,VND-058,306,85,17.34,2016-12-19
PO-000739,VND-130,534,32,,2013-08-12
PO-000740,VND-076,606,18,$283.65,2016-11-21
PO-000741,VND-080,210,171,38,2025-02-25
PO-000742,VND-131,565,207,325.06,2014-11-11
PO-000743,VND-054,565,127,325.77,2022-02-22
PO-000744,VND-018,516,143,55.52,03/28/2024
PO-000745,VND-067,483,125,136.76,2013-03-26
PO-000746,VND-059,404,177,347,2014-11-28
PO-000747,VND-016,566,4,412.16,2017-06-26
PO-000748,VND-091,376,2.8,410.81,2020-08-30
PO-000749,VND-056,252,170,18.58,11/06/2014
PO-000750,VND-118,549,205,187.84,2025-01-29
PO-000751,VND-083,539,200,450.91,10/18/2024
PO-000752,VND-003,597,129,482.47,11/15/2012
PO-000753,,281,238,133.72,2022-05-26
PO-000754,VND-061,501,189,,2014-08-09
PO-000755,VND-051,522,139,406.88,2020-11-16
PO-000756,VND-044,531,213,N/A,01/19/2012
PO-000757,VND-042,562,196,46.6,2019-07-13
PO-000758,VND-082,479,154,282.05,2022-03-17
PO-000759,VND-054,558,172,249,2021-05-23
PO-000760,VND-082,500,31,396.28,02/14/2012
PO-000761,VND-058,243,142,92.63,2020-07-01
PO-000762,VND-046,595,28,$232.82,05/29/2023
PO-000763,VND-088,243,238,321.63,12/06/2019
PO-000764,VND-034,594,157,136.49,2019-06-10
PO-000765,VND-004,384,27,84.1,05/27/2014
PO-000766,VND-115,571,139,5.17,01/04/2024
PO-000767,VND-055,546,59,440.77,2015-12-24
PO-000768,VND-022,602,155,215.33,2016-10-18
PO-000769,VND-011,438,29,379.56,2012-06-03
PO-000770,VND-083,573,211,N/A,2019-01-09
PO-000771,VND-065,594,1,490.6,2013-06-03
PO-000772,VND-071,303,200,N/A,2016-09-15
PO-000773,VND-038,602,38,310.06,2014-09-18
PO-000774,VND-096,484,202,204.02,2011-09-16
PO-000775,VND-102,258,33,299.3,2021-11-10
PO-000776,VND-076,548,187,203.35,04/05/2023
PO-000777,VND-012,523,133,N/A,2014-04-06
PO-000778,VND-086,406,161,136.19,2016-01-30
PO-000779,VND-034,588,102,277.03,2023-01-28
PO-000780,VND-043,586,24,296.23,05/14/2022
PO-000781,VND-085,374,174,423.19,02/08/2012
PO-000782,VND-052,587,1.1,214.13,2019-02-07
PO-000783,VND-075,602,207,213.52,2016-02-04
PO-000784,VND-081,476,154,245.33,2013-10-27
PO-000785,VND-080,487,77,292.28,2024-04-29
PO-000786,VND-052,584,202,,07/30/2017
PO-000787,VND-068,515,4.4,12.11,10/03/2024
PO-000788,VND-120,503,114,446.77,2017-12-20
PO-000789,VND-031,418,207,215.45,2017-12-02
PO-000790,VND-055,507,219,386.36,2019-04-16
PO-000791,VND-124,571,156,463.05,2017-06-27
PO-000792,VND-026,359,76,382.21,2020-07-17
PO-000793,VND-065,489,196,38.33,2021-09-23
PO-000794,VND-097,306,234,262,10/09/2012
PO-000795,VND-072,573,16,452.7,2016-08-19
PO-000796,VND-072,511,127,70,2013-06-06
PO-000797,VND-083,501,202,,10/10/2012
PO-000798,VND-098,514,219,406.93,2017-02-16
PO-000799,VND-008,434,59,442.83,2013-06-27
PO-000800,VND-082,596,193,233.3,2020-08-24
PO-000801,VND-036,541,33,280.96,10/14/2014
PO-000802,VND-035,502,244,20.56,04/17/2022
PO-000803,VND-051,483,87,435.59,09/15/2016
PO-000804,VND-027,384,115,270.95,09/20/2012
PO-000805,VND-086,597,22,451.08,2022-01-07
PO-000806,VND-041,575,191,89.01,2015-08-17
PO-000807,VND-094,398,230,358.54,2023-06-14
PO-000808,VND-010,565,247,25.64,2012-05-12
PO-000809,,565,59,274.93,05/12/2015
PO-000810,VND-032,494,226,22.7,12/25/2016
PO-000811,VND-098,511,130,452.98,04/30/2013
PO-000812,VND-038,475,172,138,2018-09-30
PO-000813,VND-029,546,177,303.37,2012-03-14
PO-000814,VND-089,585,234,$336.41,2023-05-23
PO-000815,VND-075,526,132,437.7,2024-05-12
PO-000816,VND-058,560,199,443.93,2024-12-14
PO-000817,VND-044,533,35,N/A,2012-05-14
PO-000818,VND-035,506,208,365.81,2021-01-29
PO-000819,VND-025,478,53,N/A,2019-07-21
PO-000820,VND-072,467,203,488.01,04/14/2024
PO-000821,VND-054,386,146,90.34,05/01/2023
PO-000822,VND-078,438,32,62.9,2012-02-09
PO-000823,VND-003,258,99,192.8,2014-12-10
PO-000824,VND-087,562,143,,2011-09-02
PO-000825,VND-077,290,49,399.45,2019-08-31
PO-000826,VND-041,491,165,306,2016-04-11
PO-000827,VND-038,517,197,N/A,2012-01-24
PO-000828,VND-056,560,174,$22.26,2015-05-17
PO-000829,VND-104,513,1,408.71,05/19/2011
PO-000830,VND-116,284,232,220.78,03/12/2024
PO-000831,VND-013,281,3.7,,2019-09-30
PO-000832,VND-097,444,1,$273.12,2012-12-09
PO-000833,VND-082,478,121,309.51,2024-10-09
PO-000834,VND-059,517,76,192.07,2023-08-07
PO-000835,VND-023,509,201,120.87,2023-08-31
PO-000836,VND-088,554,136,343,2023-06-17
PO-000837,VND-004,504,110,229.5,2024-10-11
PO-000838,VND-003,587,33,48.05,2021-03-12
PO-000839,VND-087,543,213,N/A,2019-01-15
PO-000840,VND-077,211,230,467.59,10/15/2017
PO-000841,VND-071,490,31,231.17,2021-05-04
PO-000842,VND-053,564,20,338.12,02/04/2014
PO-000843,VND-013,565,104,228,2023-05-15
PO-000844,VND-066,495,20,406.53,08/25/2014
PO-000845,VND-050,478,27,$176.57,2016-12-05
PO-000846,VND-007,491,130,423.24,2021-11-26
PO-000847,VND-001,591,241,36.37,2019-03-27
PO-000848,VND-008,527,212,424.57,2018-09-04
PO-000849,VND-078,566,185,,2014-12-26
PO-000850,VND-072,576,210,84.65,2012-04-23
PO-000851,VND-020,517,242,478,02/24/2021
PO-000852,,258,2.2,350.52,05/15/2019
PO-000853,VND-051,210,217,404.59,01/19/2013
PO-000854,VND-058,287,12,117.57,12/06/2012
PO-000855,VND-130,374,9,405.78,2020-11-18
PO-000856,,533,180,$328.55,05/01/2011
PO-000857,VND-078,592,76,324.7,11/16/2023
PO-000858,VND-082,552,222,N/A,2022-09-15
PO-000859,VND-065,606,215,479.87,05/07/2024
PO-000860,VND-065,432,208,110.54,07/18/2022
PO-000861,,495,2.2,307.33,2012-08-02
PO-000862,VND-140,485,226,$365.54,2015-02-09
PO-000863,VND-115,471,236,267.32,2022-10-02
PO-000864,VND-059,237,115,276.24,02/14/2017
PO-000865,VND-076,538,78,167,08/21/2016
PO-000866,VND-110,571,77,73.26,2019-08-01
PO-000867,VND-138,523,181,183.25,2018-06-29
PO-000868,VND-054,386,47,9.82,2018-11-27
PO-000869,VND-045,353,3.6,18.64,06/23/2018
PO-000870,VND-014,290,119,$470.99,2013-04-13
PO-000871,VND-112,485,114,31.72,2011-06-06
PO-000872,VND-055,593,236,409.7,10/09/2014
PO-000873,VND-001,290,47,160.3,11/12/2012
PO-000874,VND-009,214,107,$351.32,2023-09-10
PO-000875,VND-030,594,233,N/A,03/02/2018
PO-000876,VND-088,568,113,478.15,2024-03-11
PO-000877,VND-118,372,141,180.16,2020-12-07
PO-000878,VND-032,580,17,491.37,2019-03-19
PO-000879,VND-042,594,3.9,6.49,2024-12-13
PO-000880,VND-058,243,179,150,2011-09-15
PO-000881,VND-085,303,168,309.61,03/05/2023
PO-000882,VND-105,602,96,173.53,2023-03-27
PO-000883,VND-017,514,146,11,2019-09-13
PO-000884,VND-115,550,3.2,241.36,2019-12-03
PO-000885,VND-070,478,33,478.43,2016-06-02
PO-000886,VND-043,558,96,N/A,2023-10-16
PO-000887,VND-052,604,41,8.98,2019-10-22
PO-000888,VND-011,536,98,69.35,2018-10-21
PO-000889,VND-075,475,16,332.44,2017-05-30
PO-000890,VND-031,488,25,369.93,2014-05-09
PO-000891,VND-057,583,1.7,479.74,2011-11-23
PO-000892,VND-034,217,232,195.09,2020-04-14
PO-000893,VND-001,482,86,477,01/19/2014
PO-000894,VND-079,552,140,429.32,06/29/2018
PO-000895,VND-101,561,80,27.98,12/19/2012
PO-000896,VND-110,402,227,231.5,2016-05-22
PO-000897,VND-126,528,178,5.54,2015-03-09
PO-000898,VND-117,388,193,94.56,2013-01-14
PO-000899,VND-109,565,44,453.92,2014-10-10
PO-000900,VND-067,595,2.3,57.68,2013-10-16
PO-000901,VND-051,495,21,440.96,2020-10-16
PO-000902,VND-065,390,25,260.8,2021-05-27
PO-000903,VND-066,546,180,111.89,2018-08-14
PO-000904,VND-022,540,123,,06/03/2019
PO-000905,VND-043,249,132,362.58,2017-03-11
PO-000906,VND-129,438,138,463.68,01/10/2011
PO-000907,VND-022,255,72,493.76,2014-01-13
PO-000908,VND-120,544,17,476.98,2013-12-14
PO-000909,VND-096,214,189,11.46,2024-07-06
PO-000910,VND-038,592,57,N/A,2015-08-30
PO-000911,VND-118,363,27,360.34,2020-11-04
PO-000912,VND-057,495,105,102.54,2013-12-06
PO-000913,VND-109,562,213,232.5,2012-04-15
PO-000914,VND-075,444,19,327.62,02/10/2024
PO-000915,VND-114,585,19,192.17,2013-01-04
PO-000916,VND-073,440,202,127.73,07/27/2014
PO-000917,VND-010,568,42,45.17,02/20/2023
PO-000918,VND-002,538,2.5,,08/28/2013
PO-000919,VND-054,527,225,,2020-05-14
PO-000920,VND-012,556,101,34.92,2019-11-02
PO-000921,VND-006,522,101,355,2016-09-17
PO-000922,VND-079,516,78,191.58,2015-03-25
PO-000923,VND-053,374,214,151.28,2013-11-26
PO-000924,VND-092,376,190,329.0,2015-11-09
PO-000925,VND-014,583,132,477.71,2016-12-23
PO-000926,VND-083,585,190,206.74,2022-01-21
PO-000927,VND-098,290,147,135.52,2017-12-23
PO-000928,VND-020,594,73,495,2018-08-07
PO-000929,VND-050,546,63,105.14,03/15/2019
PO-000930,VND-134,503,136,18.85,05/27/2016
PO-000931,VND-064,596,177,137.94,2016-12-27
PO-000932,VND-098,594,69,471.66,03/04/2021
PO-000933,VND-050,471,145,429.34,2018-07-11
PO-000934,VND-052,258,232,44.14,2024-05-03
PO-000935,,588,147,420.19,2019-04-19
PO-000936,VND-114,497,103,164.93,11/14/2017
PO-000937,VND-042,524,219,,2023-11-30
PO-000938,VND-051,593,31,195.48,03/12/2017
PO-000939,VND-133,477,150,397.36,2017-05-31
PO-000940,VND-042,491,55,32.64,2020-04-26
PO-000941,VND-062,444,233,13.95,2015-12-08
PO-000942,VND-073,501,37,45,2013-09-26
PO-000943,VND-078,481,54,484.88,2023-04-25
PO-000944,VND-070,527,217,445.7,2014-12-14
PO-000945,VND-089,388,240,$17.53,2013-07-10
PO-000946,VND-115,380,114,70.37,2018-08-29
PO-000947,VND-027,529,1.9,414.57,04/07/2018
PO-000948,VND-114,384,239,17.17,02/11/2025
PO-000949,VND-091,243,5.0,342.8,2018-04-20
PO-000950,VND-044,528,243,215.58,2012-06-22
PO-000951,VND-095,361,56,$266.9,2016-02-01
PO-000952,VND-024,234,51,176.2,2012-12-12
PO-000953,VND-025,594,3.7,317.43,2022-08-15
PO-000954,VND-099,505,91,$430.6,2016-07-09
PO-000955,VND-022,573,209,351.16,2016-04-06
PO-000956,VND-025,210,219,348.28,09/17/2022
PO-000957,VND-031,372,110,178.25,2015-12-25
PO-000958,VND-008,551,12,197.6,2019-11-28
PO-000959,VND-112,386,52,53.84,2013-09-16
PO-000960,VND-049,575,211,118,07/01/2014
PO-000961,VND-087,404,247,N/A,2023-07-10
PO-000962,VND-097,605,221,204.26,2025-02-19
PO-000963,VND-019,380,249,358,12/04/2020
PO-000964,VND-098,540,1.0,130.61,2014-03-06
PO-000965,VND-119,599,184,$495.45,2023-07-26
PO-000966,VND-049,513,1.4,,02/17/2015
PO-000967,VND-090,246,63,N/A,2018-07-28
PO-000968,VND-034,261,30,139.42,2021-09-27
PO-000969,VND-115,467,3.8,281.65,2022-01-11
PO-000970,VND-045,382,3.7,195.76,2013-09-26
PO-000971,VND-040,579,147,$239.4,2012-04-14
PO-000972,VND-038,531,2.1,400.64,06/02/2012
PO-000973,VND-058,594,20,459.56,2012-07-05
PO-000974,VND-079,581,185,492.46,2020-08-09
PO-000975,VND-049,406,4.4,$13.99,2021-02-10
PO-000976,VND-011,569,128,365.84,2014-07-20
PO-000977,VND-103,556,184,473.58,2017-11-23
PO-000978,VND-062,513,5.2,41.73,2022-12-06
PO-000979,VND-110,564,48,327.76,2021-11-07
PO-000980,VND-047,588,136,240.2,2011-08-20
PO-000981,VND-088,436,176,458.34,2018-11-26
PO-000982,VND-013,571,85,20.28,2015-07-22
PO-000983,VND-026,465,12,295.12,2023-12-20
PO-000984,VND-067,506,73,230.77,07/12/2011
PO-000985,,246,2.6,200.84,2021-10-06
PO-000986,VND-042,556,116,,10/05/2020
PO-000987,VND-028,508,110,21.72,12/30/2012
PO-000988,,472,179,103.59,2011-09-28
PO-000989,VND-079,519,247,44.14,08/30/2019
PO-000990,VND-020,555,58,29.52,2023-09-07
PO-000991,VND-025,504,42,234.02,2021-06-14
PO-000992,VND-012,490,235,425.72,07/26/2020
PO-000993,VND-048,482,112,486.33,07/10/2018
PO-000994,VND-043,591,19,$156.15,2017-07-21
PO-000995,VND-082,472,63,N/A,10/09/2023
PO-000996,VND-061,482,226,207.91,2016-10-18
PO-000997,VND-031,246,129,304.69,2023-08-04
PO-000998,VND-092,546,226,429.78,2015-11-26
PO-000999,VND-002,604,34,90.8,08/03/2016
PO-001000,VND-042,542,74,393.26,2011-12-22
PO-001001,VND-019,363,0.5,285.51,08/07/2021
PO-001002,VND-021,595,146,18.56,07/23/2019
PO-001003,VND-107,357,222,429.94,12/24/2018
PO-001004,VND-054,408,87,420.59,11/10/2022
PO-001005,VND-112,287,157,39.05,2023-06-16
PO-001006,VND-036,588,100,40.88,05/24/2023
PO-001007,VND-029,485,49,$83.0,2023-05-09
PO-001008,,473,118,136.24,2014-01-16
PO-001009,,465,183,254.7,2013-06-01
PO-001010,VND-076,231,4.4,338,2019-11-21
PO-001011,VND-038,507,246,443.63,2014-02-27
PO-001012,VND-040,258,49,159,2021-12-05
PO-001013,VND-111,547,214,28.23,2018-02-22
PO-001014,VND-038,518,47,171.7,07/17/2023
PO-001015,VND-020,543,160,$9.61,2014-07-30
PO-001016,VND-015,440,3,113.63,2018-05-28
PO-001017,VND-100,587,231,230.87,07/04/2021
PO-001018,VND-058,378,157,376.7,2011-03-29
PO-001019,VND-089,504,21,93,04/09/2012
PO-001020,VND-036,534,8,359.79,01/18/2024
PO-001021,VND-129,485,243,302,12/15/2013
PO-001022,VND-098,388,170,$149.87,05/15/2011
PO-001023,VND-099,515,67,275.5,2012-04-24
PO-001024,VND-065,574,127,133.92,2013-04-12
PO-001025,VND-026,477,2.3,270.73,06/22/2024
PO-001026,VND-065,571,130,N/A,2014-06-16
PO-001027,VND-007,559,88,380.33,2014-06-28
PO-001028,VND-099,599,64,315.46,2016-09-17
PO-001029,VND-014,372,13,231.66,2012-09-17
PO-001030,VND-095,551,236,29.75,04/14/2016
PO-001031,VND-008,534,10,$466.6,2012-08-28
PO-001032,VND-086,568,91,162.58,11/27/2018
PO-001033,VND-025,400,127,388,2013-06-15
